G,R,X,Y,GR,UID,TR,qw,qb,X_count,Y_count,Y_count_resolve,First 200,,,,,,MW,MB,FW,FB
M,W,0.22410758,0.013007319,MW,734,W,0,0,-0.804309139,-1.049076115,-0.20703664,0,,,,,,1,0,0,0
M,W,-0.108886069,0.011002963,MW,1434,W,0,0,-1.137302788,-1.051080472,-0.209040996,0,,,,,,1,0,0,0
F,B,-0.975056071,-1.05191267,FB,1517,B,0,1,-0.975056071,-1.05191267,-1.05191267,0,,,,,,0,0,0,1
F,B,-1.120186167,-1.052241596,FB,652,B,0,1,-1.120186167,-1.052241596,-1.052241596,0,,,,,,0,0,0,1
F,W,-0.974247947,-0.94571071,FW,261,W,0,0,-0.974247947,-1.052858944,-1.052858944,0,,,,,,0,0,1,0
M,B,0.151957679,-0.066765388,MB,400,B,0,1,-0.87645904,-1.053229602,-0.211190127,0,,,,,,0,1,0,0
M,B,0.016509892,-0.070241527,MB,776,B,0,1,-1.011906827,-1.056705742,-0.214666266,0,,,,,,0,1,0,0
M,B,0.11179436,-0.071086381,MB,344,B,0,1,-0.916622358,-1.057550596,-0.215511121,0,,,,,,0,1,0,0
M,W,0.031681022,0.003191321,MW,1444,W,0,0,-0.996735697,-1.058892114,-0.216852639,0,,,,,,1,0,0,0
M,W,0.018386406,0.002909972,MW,808,W,0,0,-1.010030313,-1.059173463,-0.217133988,0,,,,,,1,0,0,0
F,B,-0.982582459,-1.060956165,FB,1214,B,0,1,-0.982582459,-1.060956165,-1.060956165,0,,,,,,0,0,0,1
F,B,-1.135986618,-1.061644526,FB,1137,B,0,1,-1.135986618,-1.061644526,-1.061644526,0,,,,,,0,0,0,1
M,W,-0.221737813,-3.02E-05,MW,1718,W,0,0,-1.250154532,-1.062113586,-0.220074111,0,,,,,,1,0,0,0
M,W,-0.065748208,-0.000560165,MW,520,W,0,0,-1.094164927,-1.062643599,-0.220604124,0,,,,,,1,0,0,0
M,W,0.010109022,-0.000881827,MW,1121,W,0,0,-1.018307697,-1.062965261,-0.220925786,0,,,,,,1,0,0,0
F,B,-1.066361998,-1.063331364,FB,1561,B,0,1,-1.066361998,-1.063331364,-1.063331364,0,,,,,,0,0,0,1
F,B,-0.705921364,-1.06335332,FB,1767,B,0,1,-0.705921364,-1.06335332,-1.06335332,0,,,,,,0,0,0,1
M,W,-0.07397797,-0.001360851,MW,1157,W,0,0,-1.102394689,-1.063444285,-0.22140481,0,,,,,,1,0,0,0
M,W,0.194101254,-0.00137978,MW,1584,W,0,0,-0.834315465,-1.063463214,-0.221423739,0,,,,,,1,0,0,0
F,B,-1.008903528,-1.063563311,FB,1967,B,0,1,-1.008903528,-1.063563311,-1.063563311,0,,,,,,0,0,0,1
M,W,0.048363319,-0.001603299,MW,403,W,0,0,-0.9800534,-1.063686734,-0.221647258,0,,,,,,1,0,0,0
M,W,0.034618256,-0.002806792,MW,537,W,0,0,-0.993798463,-1.064890226,-0.222850751,0,,,,,,1,0,0,0
M,W,-0.15678124,-0.003244896,MW,969,W,0,0,-1.185197959,-1.06532833,-0.223288855,0,,,,,,1,0,0,0
M,B,-0.167069299,-0.07937828,MB,99,B,0,1,-1.195486018,-1.065842494,-0.223803019,1,,,,,,0,1,0,0
F,W,-1.110057502,-0.958941666,FW,937,W,0,0,-1.110057502,-1.0660899,-1.0660899,0,,,,,,0,0,1,0
M,W,0.07122208,-0.005113718,MW,1594,W,0,0,-0.957194639,-1.067197152,-0.225157677,0,,,,,,1,0,0,0
M,W,-0.276772854,-0.006263147,MW,1031,W,0,0,-1.305189573,-1.068346582,-0.226307106,0,,,,,,1,0,0,0
M,W,0.024991964,-0.007544293,MW,628,W,0,0,-1.003424755,-1.069627727,-0.227588252,0,,,,,,1,0,0,0
F,W,-1.228327074,-0.96424582,FW,597,W,0,0,-1.228327074,-1.071394054,-1.071394054,0,,,,,,0,0,1,0
F,W,-0.926308502,-0.964335898,FW,1424,W,0,0,-0.926308502,-1.071484132,-1.071484132,0,,,,,,0,0,1,0
M,B,-0.110010186,-0.085833828,MB,673,B,0,1,-1.138426905,-1.072298042,-0.230258567,0,,,,,,0,1,0,0
M,B,-0.415971187,-0.087868538,MB,416,B,0,1,-1.444387906,-1.074332752,-0.232293277,0,,,,,,0,1,0,0
M,W,-0.072455478,-0.013278836,MW,1607,W,0,0,-1.100872197,-1.075362271,-0.233322796,0,,,,,,1,0,0,0
F,W,-1.409457777,-0.969221094,FW,1635,W,0,0,-1.409457777,-1.076369328,-1.076369328,0,,,,,,0,0,1,0
M,W,0.054779779,-0.014824647,MW,553,W,0,0,-0.97363694,-1.076908081,-0.234868606,0,,,,,,1,0,0,0
M,B,0.058316322,-0.090914489,MB,878,B,0,1,-0.970100397,-1.077378703,-0.235339228,0,,,,,,0,1,0,0
F,W,-1.111273488,-0.970709908,FW,456,W,0,0,-1.111273488,-1.077858142,-1.077858142,0,,,,,,0,0,1,0
M,W,-0.160664273,-0.016164863,MW,412,W,0,0,-1.189080991,-1.078248297,-0.236208822,0,,,,,,1,0,0,0
M,W,-0.236160402,-0.016513706,MW,859,W,0,0,-1.264577121,-1.07859714,-0.236557665,0,,,,,,1,0,0,0
M,W,0.169741544,-0.016591938,MW,1921,W,0,0,-0.858675175,-1.078675373,-0.236635897,0,,,,,,1,0,0,0
M,B,0.080745903,-0.092255648,MB,1146,B,0,1,-0.947670816,-1.078719862,-0.236680387,0,,,,,,0,1,0,0
M,W,-0.218140387,-0.017412913,MW,743,W,0,0,-1.246557106,-1.079496347,-0.237456872,0,,,,,,1,0,0,0
M,B,-0.171353161,-0.093032398,MB,296,B,0,1,-1.19976988,-1.079496612,-0.237457137,0,,,,,,0,1,0,0
M,W,-0.320932497,-0.017912038,MW,938,W,0,0,-1.349349216,-1.079995473,-0.237955998,0,,,,,,1,0,0,0
F,B,-1.228572395,-1.080397469,FB,1885,B,0,1,-1.228572395,-1.080397469,-1.080397469,0,,,,,,0,0,0,1
F,B,-1.047347339,-1.080418888,FB,132,B,0,1,-1.047347339,-1.080418888,-1.080418888,1,,,,,,0,0,0,1
M,B,0.120234315,-0.094026609,MB,1508,B,0,1,-0.908182404,-1.080490823,-0.238451348,0,,,,,,0,1,0,0
M,W,-0.130014657,-0.018878937,MW,1986,W,0,0,-1.158431376,-1.080962371,-0.238922896,0,,,,,,1,0,0,0
F,W,-1.373665539,-0.974978956,FW,266,W,0,0,-1.373665539,-1.08212719,-1.08212719,0,,,,,,0,0,1,0
M,B,0.057237757,-0.096791448,MB,1132,B,0,1,-0.971178962,-1.083255662,-0.241216187,0,,,,,,0,1,0,0
M,W,-0.042023741,-0.022445367,MW,405,W,0,0,-1.07044046,-1.084528801,-0.242489326,0,,,,,,1,0,0,0
M,W,-0.028559347,-0.023272795,MW,1704,W,0,0,-1.056976066,-1.085356229,-0.243316754,0,,,,,,1,0,0,0
M,B,-0.039005372,-0.099149568,MB,1661,B,0,1,-1.067422091,-1.085613783,-0.243574307,0,,,,,,0,1,0,0
M,W,-0.158172016,-0.024434357,MW,1062,W,0,0,-1.186588735,-1.086517791,-0.244478316,0,,,,,,1,0,0,0
M,B,-0.071079102,-0.100840469,MB,663,B,0,1,-1.099495821,-1.087304683,-0.245265208,0,,,,,,0,1,0,0
M,B,0.100009422,-0.100899366,MB,1668,B,0,1,-0.928407297,-1.08736358,-0.245324105,0,,,,,,0,1,0,0
F,W,-0.963440509,-0.981096616,FW,370,W,0,0,-0.963440509,-1.08824485,-1.08824485,0,,,,,,0,0,1,0
F,B,-1.045867528,-1.088280444,FB,1873,B,0,1,-1.045867528,-1.088280444,-1.088280444,0,,,,,,0,0,0,1
M,B,0.023697767,-0.102342566,MB,1287,B,0,1,-1.004718952,-1.08880678,-0.246767305,0,,,,,,0,1,0,0
M,B,0.114105699,-0.102901573,MB,593,B,0,1,-0.91431102,-1.089365788,-0.247326313,0,,,,,,0,1,0,0
M,W,-0.04395454,-0.027498973,MW,920,W,0,0,-1.072371259,-1.089582407,-0.247542932,0,,,,,,1,0,0,0
M,B,-0.1155476,-0.103671176,MB,1737,B,0,1,-1.143964319,-1.09013539,-0.248095915,0,,,,,,0,1,0,0
F,W,-0.859925126,-0.983598638,FW,1454,W,0,0,-0.859925126,-1.090746872,-1.090746872,0,,,,,,0,0,1,0
F,W,-0.891598261,-0.984036196,FW,1957,W,0,0,-0.891598261,-1.09118443,-1.09118443,0,,,,,,0,0,1,0
M,W,0.135644228,-0.029274957,MW,1485,W,0,0,-0.892772491,-1.091358391,-0.249318916,0,,,,,,1,0,0,0
F,B,-1.082068322,-1.093568167,FB,41,B,0,1,-1.082068322,-1.093568167,-1.093568167,1,,,,,,0,0,0,1
M,B,-0.021910494,-0.107132469,MB,690,B,0,1,-1.050327213,-1.093596683,-0.251557208,0,,,,,,0,1,0,0
M,W,0.007958756,-0.031659165,MW,39,W,0,0,-1.020457963,-1.093742599,-0.251703124,1,,,,,,1,0,0,0
M,W,-0.282291561,-0.032012829,MW,396,W,0,0,-1.31070828,-1.094096263,-0.252056788,0,,,,,,1,0,0,0
M,B,0.032939093,-0.108250419,MB,1989,B,0,1,-0.995477626,-1.094714634,-0.252675158,0,,,,,,0,1,0,0
M,B,-0.281440579,-0.10917323,MB,1586,B,0,1,-1.309857298,-1.095637445,-0.25359797,0,,,,,,0,1,0,0
M,W,-0.093003582,-0.03546942,MW,862,W,0,0,-1.121420301,-1.097552854,-0.255513379,0,,,,,,1,0,0,0
M,B,-0.146624092,-0.112265232,MB,917,B,0,1,-1.175040811,-1.098729446,-0.256689971,0,,,,,,0,1,0,0
M,W,-0.015784113,-0.038747165,MW,1246,W,0,0,-1.044200832,-1.100830599,-0.258791124,0,,,,,,1,0,0,0
M,B,0.077856294,-0.114619187,MB,441,B,0,1,-0.950560425,-1.101083402,-0.259043927,0,,,,,,0,1,0,0
M,W,-0.040699064,-0.039507705,MW,1328,W,0,0,-1.069115783,-1.10159114,-0.259551664,0,,,,,,1,0,0,0
M,W,-0.140465768,-0.039888436,MW,1358,W,0,0,-1.168882487,-1.101971871,-0.259932395,0,,,,,,1,0,0,0
M,W,-0.249446207,-0.040088263,MW,374,W,0,0,-1.277862926,-1.102171697,-0.260132222,0,,,,,,1,0,0,0
M,B,-0.151444151,-0.117483728,MB,459,B,0,1,-1.17986087,-1.103947942,-0.261908467,0,,,,,,0,1,0,0
M,W,-0.084133759,-0.041942297,MW,860,W,0,0,-1.112550478,-1.104025732,-0.261986257,0,,,,,,1,0,0,0
M,B,-0.216909553,-0.118390391,MB,1258,B,0,1,-1.245326272,-1.104854605,-0.26281513,0,,,,,,0,1,0,0
M,W,0.078122838,-0.043060731,MW,1673,W,0,0,-0.950293881,-1.105144166,-0.26310469,0,,,,,,1,0,0,0
F,B,-0.912798642,-1.105406562,FB,1896,B,0,1,-0.912798642,-1.105406562,-1.105406562,0,,,,,,0,0,0,1
M,W,-0.103441763,-0.043330378,MW,11,W,0,0,-1.131858482,-1.105413812,-0.263374337,1,,,,,,1,0,0,0
M,B,0.092876314,-0.119070903,MB,861,B,0,1,-0.935540405,-1.105535117,-0.263495642,0,,,,,,0,1,0,0
F,W,-1.078255889,-0.999614913,FW,1548,W,0,0,-1.078255889,-1.106763147,-1.106763147,0,,,,,,0,0,1,0
M,B,-0.477290762,-0.120595037,MB,191,B,0,1,-1.505707481,-1.107059252,-0.265019777,1,,,,,,0,1,0,0
M,B,-0.186927452,-0.121694591,MB,825,B,0,1,-1.215344171,-1.108158805,-0.26611933,0,,,,,,0,1,0,0
M,W,-0.115280674,-0.04624449,MW,640,W,0,0,-1.143697393,-1.108327925,-0.266288449,0,,,,,,1,0,0,0
M,W,0.005110483,-0.046620329,MW,630,W,0,0,-1.023306236,-1.108703763,-0.266664288,0,,,,,,1,0,0,0
M,B,-0.052454683,-0.124371136,MB,377,B,0,1,-1.080871402,-1.11083535,-0.268795875,0,,,,,,0,1,0,0
F,B,-0.946168143,-1.110850913,FB,1323,B,0,1,-0.946168143,-1.110850913,-1.110850913,0,,,,,,0,0,0,1
M,W,0.064343883,-0.050828541,MW,1273,W,0,0,-0.964072836,-1.112911975,-0.2708725,0,,,,,,1,0,0,0
F,W,-1.254397797,-1.006751045,FW,1946,W,0,0,-1.254397797,-1.113899279,-1.113899279,0,,,,,,0,0,1,0
M,W,-0.003705598,-0.054258783,MW,350,W,0,0,-1.032122317,-1.116342217,-0.274302742,0,,,,,,1,0,0,0
F,W,-1.243599483,-1.009243366,FW,1956,W,0,0,-1.243599483,-1.1163916,-1.1163916,0,,,,,,0,0,1,0
M,B,-0.126973619,-0.13002465,MB,750,B,0,1,-1.155390338,-1.116488864,-0.274449389,0,,,,,,0,1,0,0
M,W,0.020090886,-0.054737101,MW,1417,W,0,0,-1.008325833,-1.116820536,-0.27478106,0,,,,,,1,0,0,0
M,W,0.085457403,-0.054807586,MW,121,W,0,0,-0.942959316,-1.116891021,-0.274851545,1,,,,,,1,0,0,0
M,B,0.025089161,-0.130862963,MB,1959,B,0,1,-1.003327558,-1.117327177,-0.275287702,0,,,,,,0,1,0,0
M,W,-0.231013071,-0.055390852,MW,1968,W,0,0,-1.25942979,-1.117474287,-0.275434812,0,,,,,,1,0,0,0
M,B,-0.298493959,-0.131023393,MB,1716,B,0,1,-1.326910678,-1.117487607,-0.275448132,0,,,,,,0,1,0,0
M,B,0.108596701,-0.13239787,MB,351,B,0,1,-0.919820018,-1.118862085,-0.276822609,0,,,,,,0,1,0,0
M,B,-0.03715445,-0.132443985,MB,1329,B,0,1,-1.065571169,-1.1189082,-0.276868725,0,,,,,,0,1,0,0
F,W,-1.116678573,-1.012716444,FW,1089,W,0,0,-1.116678573,-1.119864678,-1.119864678,0,,,,,,0,0,1,0
M,W,-0.211714662,-0.058122792,MW,1680,W,0,0,-1.240131381,-1.120206226,-0.278166751,0,,,,,,1,0,0,0
F,W,-1.184039347,-1.013107609,FW,1676,W,0,0,-1.184039347,-1.120255843,-1.120255843,0,,,,,,0,0,1,0
F,B,-1.254141628,-1.120684615,FB,1984,B,0,1,-1.254141628,-1.120684615,-1.120684615,0,,,,,,0,0,0,1
F,W,-1.064877522,-1.015893441,FW,669,W,0,0,-1.064877522,-1.123041675,-1.123041675,0,,,,,,0,0,1,0
M,W,-0.253488102,-0.062427292,MW,1202,W,0,0,-1.281904821,-1.124510726,-0.282471251,0,,,,,,1,0,0,0
F,W,-1.102306701,-1.018343213,FW,167,W,0,0,-1.102306701,-1.125491447,-1.125491447,1,,,,,,0,0,1,0
F,W,-1.050829102,-1.019027349,FW,1534,W,0,0,-1.050829102,-1.126175583,-1.126175583,0,,,,,,0,0,1,0
F,W,-1.505812113,-1.01948329,FW,384,W,0,0,-1.505812113,-1.126631524,-1.126631524,0,,,,,,0,0,1,0
M,B,0.067107754,-0.140783251,MB,956,B,0,1,-0.961308965,-1.127247466,-0.285207991,0,,,,,,0,1,0,0
M,W,-0.198306098,-0.065484678,MW,853,W,0,0,-1.226722817,-1.127568112,-0.285528637,0,,,,,,1,0,0,0
M,W,0.023673514,-0.065539687,MW,215,W,0,0,-1.004743204,-1.127623121,-0.285583646,0,,,,,,1,0,0,0
F,W,-1.039302915,-1.023017868,FW,358,W,0,0,-1.039302915,-1.130166102,-1.130166102,0,,,,,,0,0,1,0
M,W,-0.084864611,-0.069979199,MW,940,W,0,0,-1.11328133,-1.132062634,-0.290023158,0,,,,,,1,0,0,0
F,B,-1.209846625,-1.13295425,FB,1667,B,0,1,-1.209846625,-1.13295425,-1.13295425,0,,,,,,0,0,0,1
M,W,-0.164686067,-0.070940369,MW,94,W,0,0,-1.193102786,-1.133023804,-0.290984329,1,,,,,,1,0,0,0
M,B,-0.098620337,-0.146646569,MB,1492,B,0,1,-1.127037056,-1.133110784,-0.291071308,0,,,,,,0,1,0,0
M,B,-0.09765891,-0.146951885,MB,211,B,0,1,-1.126075629,-1.133416099,-0.291376624,0,,,,,,0,1,0,0
M,B,-0.397249387,-0.15010113,MB,1053,B,0,1,-1.425666106,-1.136565344,-0.294525869,0,,,,,,0,1,0,0
M,W,-0.087293994,-0.075585973,MW,1784,W,0,0,-1.115710713,-1.137669408,-0.295629932,0,,,,,,1,0,0,0
M,W,-0.143357386,-0.076991666,MW,1390,W,0,0,-1.171774105,-1.139075101,-0.297035625,0,,,,,,1,0,0,0
M,B,-0.217241695,-0.15394374,MB,601,B,0,1,-1.245658414,-1.140407954,-0.298368479,0,,,,,,0,1,0,0
M,B,-0.156582939,-0.154199617,MB,1742,B,0,1,-1.184999658,-1.140663832,-0.298624357,0,,,,,,0,1,0,0
M,B,-0.226248583,-0.155051899,MB,1027,B,0,1,-1.254665302,-1.141516113,-0.299476638,0,,,,,,0,1,0,0
F,W,-1.406522424,-1.034735386,FW,556,W,0,0,-1.406522424,-1.14188362,-1.14188362,0,,,,,,0,0,1,0
M,W,-0.123622309,-0.082634826,MW,1304,W,0,0,-1.152039028,-1.14471826,-0.302678785,0,,,,,,1,0,0,0
M,B,0.073222576,-0.158664029,MB,654,B,0,1,-0.955194143,-1.145128244,-0.303088768,0,,,,,,0,1,0,0
M,B,0.116201301,-0.159911182,MB,331,B,0,1,-0.912215418,-1.146375396,-0.304335921,0,,,,,,0,1,0,0
M,B,0.203674805,-0.161493949,MB,1597,B,0,1,-0.824741914,-1.147958163,-0.305918688,0,,,,,,0,1,0,0
F,B,-1.057161062,-1.148718251,FB,587,B,0,1,-1.057161062,-1.148718251,-1.148718251,0,,,,,,0,0,0,1
F,B,-1.238348785,-1.148988062,FB,1658,B,0,1,-1.238348785,-1.148988062,-1.148988062,0,,,,,,0,0,0,1
M,B,-0.090442189,-0.163581035,MB,1888,B,0,1,-1.118858908,-1.15004525,-0.308005774,0,,,,,,0,1,0,0
M,W,0.134875189,-0.088267276,MW,435,W,0,0,-0.89354153,-1.15035071,-0.308311235,0,,,,,,1,0,0,0
M,W,0.008405598,-0.089014704,MW,1272,W,0,0,-1.020011121,-1.151098138,-0.309058663,0,,,,,,1,0,0,0
M,W,-0.243555885,-0.089845115,MW,671,W,0,0,-1.271972604,-1.15192855,-0.309889074,0,,,,,,1,0,0,0
M,W,-0.160751693,-0.089884312,MW,373,W,0,0,-1.189168412,-1.151967747,-0.309928271,0,,,,,,1,0,0,0
M,B,0.164431876,-0.169512208,MB,181,B,0,1,-0.863984843,-1.155976422,-0.313936947,1,,,,,,0,1,0,0
M,B,-0.356057389,-0.171219668,MB,1779,B,0,1,-1.384474108,-1.157683882,-0.315644407,0,,,,,,0,1,0,0
F,B,-1.310696398,-1.158588974,FB,335,B,0,1,-1.310696398,-1.158588974,-1.158588974,0,,,,,,0,0,0,1
M,W,-0.202212104,-0.096613332,MW,763,W,0,0,-1.230628823,-1.158696766,-0.316657291,0,,,,,,1,0,0,0
F,W,-1.170485596,-1.052851641,FW,489,W,0,0,-1.170485596,-1.159999875,-1.159999875,0,,,,,,0,0,1,0
M,W,-0.107672585,-0.098322706,MW,708,W,0,0,-1.136089304,-1.160406141,-0.318366665,0,,,,,,1,0,0,0
F,W,-0.921473024,-1.053952617,FW,444,W,0,0,-0.921473024,-1.161100851,-1.161100851,0,,,,,,0,0,1,0
F,W,-1.132289776,-1.054845272,FW,1496,W,0,0,-1.132289776,-1.161993506,-1.161993506,0,,,,,,0,0,1,0
M,W,-0.095387088,-0.10191428,MW,1143,W,0,0,-1.123803807,-1.163997714,-0.321958239,0,,,,,,1,0,0,0
F,B,-1.115053222,-1.164222006,FB,1282,B,0,1,-1.115053222,-1.164222006,-1.164222006,0,,,,,,0,0,0,1
F,B,-1.027371658,-1.165041672,FB,1321,B,0,1,-1.027371658,-1.165041672,-1.165041672,0,,,,,,0,0,0,1
F,W,-1.375976107,-1.057945651,FW,1288,W,0,0,-1.375976107,-1.165093885,-1.165093885,0,,,,,,0,0,1,0
F,B,-1.211008922,-1.167853688,FB,1741,B,0,1,-1.211008922,-1.167853688,-1.167853688,0,,,,,,0,0,0,1
M,W,0.05470475,-0.106201016,MW,401,W,0,0,-0.973711969,-1.168284451,-0.326244975,0,,,,,,1,0,0,0
F,W,-1.07432122,-1.061695901,FW,219,W,0,0,-1.07432122,-1.168844135,-1.168844135,0,,,,,,0,0,1,0
M,W,-0.345696989,-0.106962,MW,976,W,0,0,-1.374113708,-1.169045434,-0.327005959,0,,,,,,1,0,0,0
M,B,-0.039189665,-0.183700977,MB,744,B,0,1,-1.067606384,-1.170165191,-0.328125716,0,,,,,,0,1,0,0
M,W,-0.141597972,-0.108813781,MW,1721,W,0,0,-1.170014691,-1.170897215,-0.32885774,0,,,,,,1,0,0,0
M,W,-0.023634041,-0.109410999,MW,462,W,0,0,-1.05205076,-1.171494434,-0.329454959,0,,,,,,1,0,0,0
M,W,-0.182773653,-0.109597084,MW,1206,W,0,0,-1.211190371,-1.171680518,-0.329641043,0,,,,,,1,0,0,0
F,W,-1.07852076,-1.065985735,FW,1023,W,0,0,-1.07852076,-1.173133969,-1.173133969,0,,,,,,0,0,1,0
M,W,-0.238318426,-0.111066452,MW,606,W,0,0,-1.266735145,-1.173149887,-0.331110412,0,,,,,,1,0,0,0
F,B,-1.102778696,-1.173385724,FB,237,B,0,1,-1.102778696,-1.173385724,-1.173385724,0,,,,,,0,0,0,1
M,W,-0.44394805,-0.111634006,MW,1384,W,0,0,-1.472364769,-1.17371744,-0.331677965,0,,,,,,1,0,0,0
M,W,-0.121913367,-0.115725859,MW,958,W,0,0,-1.150330086,-1.177809293,-0.335769818,0,,,,,,1,0,0,0
M,B,-0.226172274,-0.191723379,MB,519,B,0,1,-1.254588993,-1.178187593,-0.336148118,0,,,,,,0,1,0,0
M,B,-0.24971179,-0.191991874,MB,1346,B,0,1,-1.278128509,-1.178456089,-0.336416613,0,,,,,,0,1,0,0
M,W,-0.076783785,-0.116442692,MW,1731,W,0,0,-1.105200504,-1.178526126,-0.336486651,0,,,,,,1,0,0,0
F,W,-1.343774808,-1.071527154,FW,1079,W,0,0,-1.343774808,-1.178675388,-1.178675388,0,,,,,,0,0,1,0
M,W,-0.218345051,-0.116752142,MW,844,W,0,0,-1.246761769,-1.178835576,-0.336796101,0,,,,,,1,0,0,0
M,W,-0.223262688,-0.117088433,MW,1447,W,0,0,-1.251679407,-1.179171867,-0.337132392,0,,,,,,1,0,0,0
M,W,-0.304481251,-0.117238922,MW,1592,W,0,0,-1.33289797,-1.179322356,-0.337282881,0,,,,,,1,0,0,0
M,W,0.020497645,-0.117814511,MW,840,W,0,0,-1.007919074,-1.179897946,-0.337858471,0,,,,,,1,0,0,0
M,W,-0.172450201,-0.119276737,MW,1965,W,0,0,-1.20086692,-1.181360171,-0.339320696,0,,,,,,1,0,0,0
M,W,0.150185962,-0.119586598,MW,805,W,0,0,-0.878230757,-1.181670032,-0.339630557,0,,,,,,1,0,0,0
F,W,-1.259358423,-1.074712207,FW,1501,W,0,0,-1.259358423,-1.181860441,-1.181860441,0,,,,,,0,0,1,0
M,W,-0.363727239,-0.120771101,MW,267,W,0,0,-1.392143958,-1.182854536,-0.34081506,0,,,,,,1,0,0,0
F,B,-1.077407904,-1.182983131,FB,1495,B,0,1,-1.077407904,-1.182983131,-1.182983131,0,,,,,,0,0,0,1
M,W,-0.075362754,-0.121040077,MW,1670,W,0,0,-1.103779473,-1.183123511,-0.341084036,0,,,,,,1,0,0,0
M,B,0.061389717,-0.197304811,MB,895,B,0,1,-0.967027002,-1.183769025,-0.34172955,0,,,,,,0,1,0,0
M,W,0.011526712,-0.121875757,MW,706,W,0,0,-1.016890007,-1.183959192,-0.341919717,0,,,,,,1,0,0,0
M,W,-0.275379608,-0.122588788,MW,1186,W,0,0,-1.303796327,-1.184672222,-0.342632747,0,,,,,,1,0,0,0
M,B,-0.311512402,-0.199394026,MB,162,B,0,1,-1.339929121,-1.18585824,-0.343818765,1,,,,,,0,1,0,0
F,B,-1.214708584,-1.187595765,FB,715,B,0,1,-1.214708584,-1.187595765,-1.187595765,0,,,,,,0,0,0,1
F,W,-1.087999685,-1.080652721,FW,382,W,0,0,-1.087999685,-1.187800955,-1.187800955,0,,,,,,0,0,1,0
M,B,-0.212269593,-0.202243808,MB,899,B,0,1,-1.240686312,-1.188708022,-0.346668547,0,,,,,,0,1,0,0
M,W,-0.258149408,-0.126712219,MW,1887,W,0,0,-1.286566127,-1.188795654,-0.346756178,0,,,,,,1,0,0,0
M,B,-0.178308362,-0.202817071,MB,1803,B,0,1,-1.206725081,-1.189281285,-0.34724181,0,,,,,,0,1,0,0
F,W,-1.384854695,-1.083097228,FW,1006,W,0,0,-1.384854695,-1.190245462,-1.190245462,0,,,,,,0,0,1,0
M,B,-0.164164584,-0.203808662,MB,515,B,0,1,-1.192581303,-1.190272876,-0.348233401,0,,,,,,0,1,0,0
M,W,-0.214601514,-0.128256378,MW,385,W,0,0,-1.243018233,-1.190339813,-0.348300338,0,,,,,,1,0,0,0
M,B,-0.24995483,-0.204560281,MB,1462,B,0,1,-1.278371549,-1.191024495,-0.34898502,0,,,,,,0,1,0,0
M,B,-0.125061946,-0.205197336,MB,1275,B,0,1,-1.153478665,-1.191661551,-0.349622076,0,,,,,,0,1,0,0
M,B,-0.143408832,-0.206681239,MB,985,B,0,1,-1.171825551,-1.193145453,-0.351105978,0,,,,,,0,1,0,0
F,W,-1.498551866,-1.090112843,FW,137,W,0,0,-1.498551866,-1.197261077,-1.197261077,1,,,,,,0,0,1,0
M,B,-0.251424765,-0.21104597,MB,718,B,0,1,-1.279841484,-1.197510184,-0.355470709,0,,,,,,0,1,0,0
M,W,-0.086945848,-0.136195005,MW,659,W,0,0,-1.115362566,-1.198278439,-0.356238964,0,,,,,,1,0,0,0
M,W,-0.206367248,-0.136241743,MW,465,W,0,0,-1.234783966,-1.198325177,-0.356285702,0,,,,,,1,0,0,0
M,B,-0.177749394,-0.21327894,MB,1915,B,0,1,-1.206166113,-1.199743154,-0.357703679,0,,,,,,0,1,0,0
M,W,-0.17946532,-0.138073465,MW,1839,W,0,0,-1.207882039,-1.200156899,-0.358117424,0,,,,,,1,0,0,0
M,B,0.135815616,-0.214517744,MB,1805,B,0,1,-0.892601103,-1.200981959,-0.358942483,0,,,,,,0,1,0,0
F,B,-1.270781491,-1.201748694,FB,285,B,0,1,-1.270781491,-1.201748694,-1.201748694,0,,,,,,0,0,0,1
M,W,-0.263141763,-0.140977274,MW,1554,W,0,0,-1.291558482,-1.203060708,-0.361021233,0,,,,,,1,0,0,0
M,W,-0.050464638,-0.142918591,MW,1783,W,0,0,-1.078881357,-1.205002025,-0.36296255,0,,,,,,1,0,0,0
F,B,-1.23106374,-1.205165989,FB,692,B,0,1,-1.23106374,-1.205165989,-1.205165989,0,,,,,,0,0,0,1
M,W,-0.236632542,-0.143906114,MW,560,W,0,0,-1.265049261,-1.205989549,-0.363950074,0,,,,,,1,0,0,0
F,W,-1.057276392,-1.09981321,FW,1056,W,0,0,-1.057276392,-1.206961444,-1.206961444,0,,,,,,0,0,1,0
M,B,-0.221072851,-0.221059771,MB,1593,B,0,1,-1.24948957,-1.207523986,-0.365484511,0,,,,,,0,1,0,0
F,W,-1.271936579,-1.100743438,FW,755,W,0,0,-1.271936579,-1.207891672,-1.207891672,0,,,,,,0,0,1,0
M,W,-0.234480198,-0.146470462,MW,869,W,0,0,-1.262896917,-1.208553896,-0.366514421,0,,,,,,1,0,0,0
F,B,-1.392382825,-1.208957254,FB,887,B,0,1,-1.392382825,-1.208957254,-1.208957254,0,,,,,,0,0,0,1
F,W,-1.248107321,-1.101834512,FW,1484,W,0,0,-1.248107321,-1.208982746,-1.208982746,0,,,,,,0,0,1,0
M,W,0.047916345,-0.147428435,MW,394,W,0,0,-0.980500374,-1.20951187,-0.367472395,0,,,,,,1,0,0,0
